,mapping_framework,mapping_framework_version,capability_group,capability_id,,capability_description,mapping_type,attack_object_id,attack_object_name,attack_version,technology_domain,references,comments,organization,creation_date,last_update
1033,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Alter behavior,17,Influence or alter human behavior,related-to,T1546.006,Event Triggered Execution: LC_LOAD_DYLIB Addition,12.1,enterprise,[],,,4/6/23,4/6/23
1034,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Alter behavior,17,Influence or alter human behavior,related-to,T1546.007,Event Triggered Execution: Netsh Helper DLL,12.1,enterprise,[],,,4/6/23,4/6/23
1035,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Alter behavior,17,Influence or alter human behavior,related-to,T1546.008,Event Triggered Execution: Accessibility Features,12.1,enterprise,[],,,4/6/23,4/6/23
1036,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Alter behavior,17,Influence or alter human behavior,related-to,T1546.009,Event Triggered Execution: AppCert DLLs,12.1,enterprise,[],,,4/6/23,4/6/23
1037,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Alter behavior,17,Influence or alter human behavior,related-to,T1546.010,Event Triggered Execution: AppInit DLLs,12.1,enterprise,[],,,4/6/23,4/6/23
1038,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Alter behavior,17,Influence or alter human behavior,related-to,T1546.011,Event Triggered Execution: Application Shimming,12.1,enterprise,[],,,4/6/23,4/6/23
1039,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Alter behavior,17,Influence or alter human behavior,related-to,T1546.012,Event Triggered Execution: Image File Execution Options Injection,12.1,enterprise,[],,,4/6/23,4/6/23
1040,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Alter behavior,17,Influence or alter human behavior,related-to,T1546.013,Event Triggered Execution: PowerShell Profile,12.1,enterprise,[],,,4/6/23,4/6/23
1041,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Alter behavior,17,Influence or alter human behavior,related-to,T1546.014,Event Triggered Execution: Emond,12.1,enterprise,[],,,4/6/23,4/6/23
1042,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Alter behavior,17,Influence or alter human behavior,related-to,T1546.015,Event Triggered Execution: Component Object Model Hijacking,12.1,enterprise,[],,,4/6/23,4/6/23
1043,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Created account,4,Created new user account,related-to,T1136.001,Create Account: Local Account,12.1,enterprise,[],,,4/6/23,4/6/23
1044,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Created account,4,Created new user account,related-to,T1136.002,Create Account: Domain Account,12.1,enterprise,[],,,4/6/23,4/6/23
1045,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Created account,4,Created new user account,related-to,T1136.003,Create Account: Cloud Account,12.1,enterprise,[],,,4/6/23,4/6/23
1046,veris,1.3.7,attribute.availability,attribute.availability.variety.Obscuration,4,Conversion or obscuration (ransomware),related-to,T1491,Defacement,12.1,enterprise,[],,,4/6/23,4/6/23
1047,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Defacement,3,Deface content,related-to,T1491,Defacement,12.1,enterprise,[],,,4/6/23,4/6/23
1048,veris,1.3.7,attribute.availability,attribute.availability.variety.Obscuration,4,Conversion or obscuration (ransomware),related-to,T1491.001,Defacement: Internal Defacement,12.1,enterprise,[],,,4/6/23,4/6/23
1049,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Defacement,3,Deface content,related-to,T1491.001,Defacement: Internal Defacement,12.1,enterprise,[],,,4/6/23,4/6/23
1050,veris,1.3.7,attribute.availability,attribute.availability.variety.Obscuration,4,Conversion or obscuration (ransomware),related-to,T1491.002,Defacement: External Defacement,12.1,enterprise,[],,,4/6/23,4/6/23
1051,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Defacement,3,Deface content,related-to,T1491.002,Defacement: External Defacement,12.1,enterprise,[],,,4/6/23,4/6/23
1052,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1037.001,Boot or Logon Initialization Scripts: Logon Script (Windows),12.1,enterprise,[],,,4/6/23,4/6/23
1053,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1037.002,Boot or Logon Initialization Scripts: Logon Script (Mac),12.1,enterprise,[],,,4/6/23,4/6/23
1054,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1037.003,Boot or Logon Initialization Scripts: Network Logon Script,12.1,enterprise,[],,,4/6/23,4/6/23
1055,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1037.004,Boot or Logon Initialization Scripts: RC Scripts,12.1,enterprise,[],,,4/6/23,4/6/23
1056,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1037.005,Boot or Logon Initialization Scripts: Startup Items,12.1,enterprise,[],,,4/6/23,4/6/23
1057,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1484,Domain Policy Modification,12.1,enterprise,[],,,4/6/23,4/6/23
1058,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1484.001,Domain Policy Modification: Group Policy Modification,12.1,enterprise,[],,,4/6/23,4/6/23
1059,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1484.002,Domain Policy Modification: Domain Trust Modification,12.1,enterprise,[],,,4/6/23,4/6/23
1060,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,12.1,enterprise,[],,,4/6/23,4/6/23
1061,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1547.002,Boot or Logon Autostart Execution: Authentication Package,12.1,enterprise,[],,,4/6/23,4/6/23
1062,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1547.003,Boot or Logon Autostart Execution: Time Providers,12.1,enterprise,[],,,4/6/23,4/6/23
1063,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1547.004,Boot or Logon Autostart Execution: Winlogon Helper DLL,12.1,enterprise,[],,,4/6/23,4/6/23
1064,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1547.005,Boot or Logon Autostart Execution: Security Support Provider,12.1,enterprise,[],,,4/6/23,4/6/23
1065,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1547.006,Boot or Logon Autostart Execution: Kernel Modules and Extensions,12.1,enterprise,[],,,4/6/23,4/6/23
1066,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1547.007,Boot or Logon Autostart Execution: Re-opened Applications,12.1,enterprise,[],,,4/6/23,4/6/23
1067,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1547.008,Boot or Logon Autostart Execution: LSASS Driver,12.1,enterprise,[],,,4/6/23,4/6/23
1068,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1547.009,Boot or Logon Autostart Execution: Shortcut Modification,12.1,enterprise,[],,,4/6/23,4/6/23
1069,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1547.010,Boot or Logon Autostart Execution: Port Monitors,12.1,enterprise,[],,,4/6/23,4/6/23
1070,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1547.012,Boot or Logon Autostart Execution: Print Processors,12.1,enterprise,[],,,4/6/23,4/6/23
1071,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1547.013,Boot or Logon Autostart Execution: XDG Autostart Entries,12.1,enterprise,[],,,4/6/23,4/6/23
1072,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1556.001,Modify Authentication Process: Domain Controller Authentication,12.1,enterprise,[],,,4/6/23,4/6/23
1073,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify privileges,11,Modified privileges or permissions,related-to,T1556.001,Modify Authentication Process: Domain Controller Authentication,12.1,enterprise,[],,,4/6/23,4/6/23
1074,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1556.003,Modify Authentication Process: Pluggable Authentication Modules,12.1,enterprise,[],,,4/6/23,4/6/23
1075,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify privileges,11,Modified privileges or permissions,related-to,T1556.003,Modify Authentication Process: Pluggable Authentication Modules,12.1,enterprise,[],,,4/6/23,4/6/23
1076,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1556.004,Modify Authentication Process: Network Device Authentication,12.1,enterprise,[],,,4/6/23,4/6/23
1077,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify privileges,11,Modified privileges or permissions,related-to,T1556.004,Modify Authentication Process: Network Device Authentication,12.1,enterprise,[],,,4/6/23,4/6/23
1078,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify data,4,Modified stored data or content,related-to,T1565,Data Manipulation,12.1,enterprise,[],,,4/6/23,4/6/23
1079,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify data,4,Modified stored data or content,related-to,T1565.001,Data Manipulation: Stored Data Manipulation,12.1,enterprise,[],,,4/6/23,4/6/23
1080,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify data,4,Modified stored data or content,related-to,T1565.002,Data Manipulation: Transmitted Data Manipulation,12.1,enterprise,[],,,4/6/23,4/6/23
1081,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify data,4,Modified stored data or content,related-to,T1565.003,Data Manipulation: Runtime Data Manipulation,12.1,enterprise,[],,,4/6/23,4/6/23
1082,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify privileges,11,Modified privileges or permissions,related-to,T1098.001,Account Manipulation: Additional Cloud Credentials,12.1,enterprise,[],,,4/6/23,4/6/23
1083,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify privileges,11,Modified privileges or permissions,related-to,T1098.002,Account Manipulation: Exchange Email Delegate Permissions,12.1,enterprise,[],,,4/6/23,4/6/23
1084,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify privileges,11,Modified privileges or permissions,related-to,T1098.003,Account Manipulation: Add Office 365 Global Administrator Role,12.1,enterprise,[],,,4/6/23,4/6/23
1085,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify privileges,11,Modified privileges or permissions,related-to,T1098.004,Account Manipulation: SSH Authorized Keys,12.1,enterprise,[],,,4/6/23,4/6/23
1086,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify privileges,11,Modified privileges or permissions,related-to,T1547.014,Boot or Logon Autostart Execution: Active Setup,12.1,enterprise,[],,,4/6/23,4/6/23
1087,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Repurpose,1,Repurposed asset for unauthorized function,related-to,T1535,Unused/Unsupported Cloud Regions,12.1,enterprise,[],,,4/6/23,4/6/23
1088,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Software installation,10,Software installation or code modification,related-to,T1546.016,Event Triggered Execution: Installer Packages,12.1,enterprise,[],,,4/6/23,4/6/23
1089,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1213.003,Code Repositories,12.1,enterprise,[],,,4/6/23,4/6/23
1090,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1552,Unsecured Credentials,12.1,enterprise,[],,,4/6/23,4/6/23
1091,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1552.007,Unsecured Credentials: Container API,12.1,enterprise,[],,,4/6/23,4/6/23
1092,veris,1.3.7,action.hacking,Action.Hacking.Variety.CSRF,1,Cross-site request forgery. Child of 'Exploit vuln'.,non_mappable,,,12.1,enterprise,,,,4/6/23,4/6/23
1093,veris,1.3.7,action.hacking,Action.Hacking.Variety.Mail command injection,1,Mail command injection. Child of 'Exploit vuln'.,non_mappable,,,12.1,enterprise,,,,4/6/23,4/6/23
1094,veris,1.3.7,action.hacking,Action.Hacking.Variety.Path traversal,1,Path traversal. Child of 'Exploit vuln'.,non_mappable,,,12.1,enterprise,,,,4/6/23,4/6/23
1095,veris,1.3.7,action.hacking,Action.Hacking.Variety.Reverse engineering,1,Reverse engineering. Child of 'Exploit vuln'.,non_mappable,,,12.1,enterprise,,,,4/6/23,4/6/23
1096,veris,1.3.7,action.hacking,Action.Hacking.Variety.RFI,1,Remote file inclusion. Child of 'Exploit vuln'.,non_mappable,,,12.1,enterprise,,,,4/6/23,4/6/23
1097,veris,1.3.7,action.hacking,Action.Hacking.Variety.Soap array abuse,2,Soap array abuse. Child of 'Exploit vuln'.,non_mappable,,,12.1,enterprise,,,,4/6/23,4/6/23
1098,veris,1.3.7,action.hacking,Action.Hacking.Variety.Special element injection,1,Special element injection. Child of 'Exploit vuln'.,non_mappable,,,12.1,enterprise,,,,4/6/23,4/6/23
1099,veris,1.3.7,action.hacking,Action.Hacking.Variety.SSI injection,1,SSI injection. Child of 'Exploit vuln'.,non_mappable,,,12.1,enterprise,,,,4/6/23,4/6/23
1100,veris,1.3.7,action.hacking,Action.Hacking.Variety.URL redirector abuse,1,URL redirector abuse. Child of 'Exploit vuln'.,non_mappable,,,12.1,enterprise,,,,4/6/23,4/6/23
1101,veris,1.3.7,action.hacking,Action.Hacking.Variety.User breakout,1,Elevation of privilege by another customer in shared environment. Child of 'Exploit vuln'.,non_mappable,,,12.1,enterprise,,,,4/6/23,4/6/23
1102,veris,1.3.7,action.hacking,Action.Hacking.Variety.XML attribute blowup,1,XML attribute blowup. Child of 'Exploit vuln'.,non_mappable,,,12.1,enterprise,,,,4/6/23,4/6/23
